pdf_name,page_num,doc_type
LOG_1056738.pdf,10,Event Query
LOG_1056738.pdf,18,
LOG_1056738.pdf,13,Event Query
LOG_1056738.pdf,39,
LOG_1056738.pdf,32,
LOG_1056738.pdf,23,
LOG_1056738.pdf,34,
LOG_1055363.pdf,8,Face Sheet
LOG_1055363.pdf,11,Case Supplementary Report
LOG_1055363.pdf,22,
LOG_1055363.pdf,9,Incident Report
LOG_1055363.pdf,6,Sworn Affidavit
LOG_1055363.pdf,18,
LOG_1055363.pdf,10,Incident Report
LOG_1055363.pdf,7,
LOG_1055363.pdf,3,
LOG_1055363.pdf,17,
LOG_1055363.pdf,16,
LOG_1055363.pdf,23,
LOG_1055363.pdf,2,Summary Report
LOG_1055363.pdf,5,
LOG_1055363.pdf,14,Allegation Email
LOG_1055363.pdf,19,USPS.com Tracking
LOG_1055363.pdf,4,Face Sheet
LOG_1055363.pdf,24,
LOG_1055363.pdf,20,Allegation Email
LOG_1055363.pdf,12,
LOG_1055363.pdf,21,Summary Report Digest
LOG_1055363.pdf,13,
LOG_1055363.pdf,1,Log Summary Report
LOG_1055363.pdf,15,
CPD 0041550.pdf,1,Face Sheet
CPD 0041550.pdf,2,
CPD 0021629.pdf,1,Allegation Email
CPD 0021629.pdf,2,CPD-44.509
CPD 0021629.pdf,3,
LOG_1057076.pdf,1,Log Summary Report
LOG_1057076.pdf,2,Summary Report
LOG_1057076.pdf,3,Face Sheet
CPD 0037530.pdf,1,Log Summary Report
CPD 0037530.pdf,2,
CPD 0037530.pdf,3,Summary Report
CPD 0016195.pdf,1,Digitally Recorded Data Viewing/Hold/Duplication Request
CPD 0011927.pdf,1,WEB Complaint Detail
CPD 0011927.pdf,3,WEB Complaint Detail
CPD 0011927.pdf,2,WEB Complaint Detail
CPD 0044087.pdf,1,Face Sheet
CPD 0044087.pdf,2,
CPD 0049876.pdf,2,
CPD 0049876.pdf,1,Face Sheet
CPD 0050700.pdf,2,
CPD 0050700.pdf,1,
CPD 0011352.pdf,1,
CPD 0027574.pdf,2,
CPD 0027574.pdf,1,Face Sheet
CPD 0049740.pdf,2,
CPD 0049740.pdf,1,Face Sheet
LOG_1055053.pdf,17,Event History Table
LOG_1055053.pdf,20,Event History Table
LOG_1055053.pdf,16,Event History Table
LOG_1055053.pdf,4,Face Sheet
LOG_1055053.pdf,9,
LOG_1055053.pdf,2,Summary Report
LOG_1055053.pdf,8,
LOG_1055053.pdf,19,Event History Table
LOG_1055053.pdf,10,Event History Table
LOG_1055053.pdf,11,
LOG_1055053.pdf,13,
LOG_1055053.pdf,5,Summary Report
LOG_1055053.pdf,3,
LOG_1055053.pdf,12,
LOG_1055053.pdf,21,
LOG_1055053.pdf,6,
LOG_1055053.pdf,15,Event History Table
LOG_1055053.pdf,18,Event History Table
LOG_1055053.pdf,7,
LOG_1055053.pdf,14,Event History Table
LOG_1055053.pdf,1,Log Summary Report
CPD 0046469.pdf,2,Watch Commander/OCIC Review
CPD 0046469.pdf,1,Tactical Reponse Report
CPD 0045081.pdf,3,
CPD 0045081.pdf,2,Summary Report
CPD 0045081.pdf,1,Log Summary Report
CPD 0038029.pdf,5,ARREST Report
CPD 0038029.pdf,2,
CPD 0038029.pdf,1,
CPD 0038029.pdf,3,ARREST Report
CPD 0038029.pdf,4,
CPD 0054514.pdf,2,
CPD 0054514.pdf,1,Face Sheet
LOG_1059731.pdf,4,Face Sheet
LOG_1059731.pdf,3,Summary Report
LOG_1059731.pdf,1,Log Summary Report
LOG_1059731.pdf,2,Summary Report
CPD 0020098.pdf,1,Face Sheet
CPD 0004422.pdf,1,
CPD 0004422.pdf,3,
CPD 0004422.pdf,2,
CPD 0033153.pdf,2,Summary Report
CPD 0033153.pdf,1,Face Sheet
CPD 0032639.pdf,1,Face Sheet
CPD 0050997.pdf,2,
CPD 0050997.pdf,1,Face Sheet
CPD 0055197.pdf,1,Face Sheet
CPD 0019254.pdf,1,Allegation Email
LOG_1056875.pdf,7,
LOG_1056875.pdf,1,Log Summary Report
LOG_1056875.pdf,4,Face Sheet
LOG_1056875.pdf,5,Summary Report
LOG_1056875.pdf,3,Log Summary Report
LOG_1056875.pdf,6,
LOG_1056875.pdf,2,Summary Report
CPD 0041343.pdf,2,
CPD 0041343.pdf,1,Face Sheet
LOG_1056128.pdf,2,Summary Report
LOG_1056128.pdf,1,Log Summary Report
LOG_1056128.pdf,21,ARREST Report
LOG_1056128.pdf,14,Incident Report
LOG_1056128.pdf,23,ARREST Report
LOG_1056128.pdf,3,Summary Report
LOG_1056128.pdf,16,Watch Commander/OCIC Review
LOG_1056128.pdf,24,ARREST Report
LOG_1056128.pdf,4,Face Sheet
LOG_1056128.pdf,20,ARREST Report
LOG_1056128.pdf,15,Tactical Reponse Report
LOG_1056128.pdf,10,
LOG_1056128.pdf,17,
LOG_1056128.pdf,5,TASER Report
LOG_1056128.pdf,13,Incident Report
LOG_1056128.pdf,8,
LOG_1056128.pdf,22,ARREST Report
LOG_1056128.pdf,6,
LOG_1056128.pdf,18,ARREST Report
LOG_1056128.pdf,11,
LOG_1056128.pdf,19,
LOG_1056128.pdf,12,Face Sheet
LOG_1056128.pdf,9,
LOG_1056128.pdf,7,
CPD 0000972.pdf,3,Event History Table
CPD 0000972.pdf,6,
CPD 0000972.pdf,5,Event History Table
CPD 0000972.pdf,1,Event History Table
CPD 0000972.pdf,7,Event History Table
CPD 0000972.pdf,4,Event History Table
CPD 0000972.pdf,2,
CPD 0035892.pdf,18,
CPD 0035892.pdf,15,
CPD 0035892.pdf,29,
CPD 0035892.pdf,6,
CPD 0035892.pdf,27,
CPD 0035892.pdf,10,
CPD 0035892.pdf,28,
CPD 0035892.pdf,17,
CPD 0035892.pdf,30,
CPD 0035892.pdf,20,
CPD 0035892.pdf,1,
CPD 0035892.pdf,19,
CPD 0035892.pdf,16,
CPD 0035892.pdf,24,
CPD 0035892.pdf,3,
CPD 0035892.pdf,23,
CPD 0035892.pdf,14,
CPD 0035892.pdf,26,
CPD 0035892.pdf,34,
CPD 0035892.pdf,25,
CPD 0035892.pdf,12,
CPD 0035892.pdf,5,
CPD 0035892.pdf,4,
CPD 0035892.pdf,21,
CPD 0035892.pdf,22,
CPD 0035892.pdf,11,
CPD 0035892.pdf,9,
CPD 0035892.pdf,31,
CPD 0035892.pdf,7,
CPD 0035892.pdf,2,
CPD 0035892.pdf,32,
CPD 0035892.pdf,8,
CPD 0035892.pdf,33,
CPD 0035892.pdf,13,
CPD 0049277.pdf,2,Summary Report
CPD 0049277.pdf,3,
CPD 0049277.pdf,1,Log Summary Report
CPD 0054645.pdf,1,Face Sheet
CPD 0054645.pdf,2,
LOG_1056223.pdf,5,Summary Report
LOG_1056223.pdf,4,Face Sheet
LOG_1056223.pdf,1,Log Summary Report
LOG_1056223.pdf,2,Summary Report
LOG_1056223.pdf,3,
CPD 0051157.pdf,1,Face Sheet
CPD 0051157.pdf,2,
LOG_1058124.pdf,2,
LOG_1058124.pdf,8,ARREST Report
LOG_1058124.pdf,3,Summary Report
LOG_1058124.pdf,6,
LOG_1058124.pdf,5,
LOG_1058124.pdf,7,ARREST Report
LOG_1058124.pdf,1,Log Summary Report
LOG_1058124.pdf,9,ARREST Report
LOG_1058124.pdf,4,Face Sheet
LOG_1061570.pdf,4,Face Sheet
LOG_1061570.pdf,1,Log Summary Report
LOG_1061570.pdf,7,WEB Complaint Detail
LOG_1061570.pdf,3,Summary Report
LOG_1061570.pdf,2,Summary Report
LOG_1061570.pdf,6,WEB Complaint Detail
LOG_1061570.pdf,5,
CPD 0011344.pdf,1,Traffic Violation
CPD 0011344.pdf,2,Traffic Violation
CPD 0025207.pdf,2,Summary Report
CPD 0025207.pdf,3,
CPD 0025207.pdf,1,Log Summary Report
CPD 0010651.pdf,2,CPD-11.451
CPD 0010651.pdf,1,Officer's Battery Report
CPD 0027956.pdf,3,
CPD 0027956.pdf,2,Property Inventory
CPD 0027956.pdf,1,
CPD 0032637.pdf,1,Log Summary Report
CPD 0032637.pdf,2,Summary Report
LOG_1057801.pdf,3,Summary Report
LOG_1057801.pdf,5,Summary Report
LOG_1057801.pdf,12,Investigator's Case Log
LOG_1057801.pdf,10,
LOG_1057801.pdf,9,
LOG_1057801.pdf,7,
LOG_1057801.pdf,6,
LOG_1057801.pdf,1,Log Summary Report
LOG_1057801.pdf,11,
LOG_1057801.pdf,2,Summary Report
LOG_1057801.pdf,4,Face Sheet
LOG_1057801.pdf,8,
CPD 0050272.pdf,5,ARREST Report
CPD 0050272.pdf,3,ARREST Report
CPD 0050272.pdf,4,ARREST Report
CPD 0050272.pdf,2,ARREST Report
CPD 0050272.pdf,1,
LOG_1061375.pdf,3,Summary Report
LOG_1061375.pdf,4,Face Sheet
LOG_1061375.pdf,7,
LOG_1061375.pdf,9,
LOG_1061375.pdf,2,Summary Report
LOG_1061375.pdf,8,
LOG_1061375.pdf,1,Log Summary Report
LOG_1061375.pdf,6,
LOG_1061375.pdf,5,
CPD 0018198.pdf,6,Incident Report
CPD 0018198.pdf,2,Allegation Email
CPD 0018198.pdf,1,Allegation Email
CPD 0018198.pdf,4,Incident Report
CPD 0018198.pdf,3,Face Sheet
CPD 0018198.pdf,5,Face Sheet
CPD 0020885.pdf,1,Face Sheet
CPD 0020885.pdf,2,
CPD 0047883.pdf,2,
CPD 0047883.pdf,1,Face Sheet
LOG_1056021.pdf,7,
LOG_1056021.pdf,9,Crime Scene Report
LOG_1056021.pdf,11,
LOG_1056021.pdf,3,
LOG_1056021.pdf,8,
LOG_1056021.pdf,15,Investigator's Case Log
LOG_1056021.pdf,6,Violence & Drug Related Crime Map
LOG_1056021.pdf,5,
LOG_1056021.pdf,1,Log Summary Report
LOG_1056021.pdf,10,Narcotic & Gang Investigation Supplementary Report
LOG_1056021.pdf,12,
LOG_1056021.pdf,4,Face Sheet
LOG_1056021.pdf,2,Summary Report
LOG_1056021.pdf,13,
LOG_1056021.pdf,14,
LOG_1062375.pdf,4,Face Sheet
LOG_1062375.pdf,7,
LOG_1062375.pdf,1,Log Summary Report
LOG_1062375.pdf,2,Summary Report
LOG_1062375.pdf,6,
LOG_1062375.pdf,5,
LOG_1062375.pdf,3,Summary Report
CPD 0016766.pdf,1,
LOG_1058009.pdf,9,ARREST Report
LOG_1058009.pdf,5,
LOG_1058009.pdf,1,Log Summary Report
LOG_1058009.pdf,8,ARREST Report
LOG_1058009.pdf,7,ARREST Report
LOG_1058009.pdf,2,
LOG_1058009.pdf,10,ARREST Report
LOG_1058009.pdf,3,Summary Report
LOG_1058009.pdf,6,
LOG_1058009.pdf,4,Face Sheet
LOG_1058009.pdf,11,ARREST Report
CPD 0033383.pdf,1,Log Summary Report
CPD 0033383.pdf,2,Summary Report
CPD 0033383.pdf,3,
CPD 0027361.pdf,3,
CPD 0027361.pdf,1,Log Summary Report
CPD 0027361.pdf,2,Summary Report
CPD 0016768.pdf,2,Summary Report
CPD 0016768.pdf,1,Log Summary Report
CPD 0009129.pdf,2,Summary Report
CPD 0009129.pdf,1,Log Summary Report
CPD 0009129.pdf,3,Summary Report
CPD 0045414.pdf,2,Summary Report
CPD 0045414.pdf,3,Summary Report
CPD 0045414.pdf,1,Log Summary Report
CPD 0056055.pdf,3,
CPD 0056055.pdf,1,Log Summary Report
CPD 0056055.pdf,2,Summary Report
CPD 0050560.pdf,3,
CPD 0050560.pdf,1,
CPD 0050560.pdf,2,
CPD 0050560.pdf,4,
CPD 0023729.pdf,2,Summary Report
CPD 0023729.pdf,1,Log Summary Report
CPD 0023729.pdf,3,Summary Report
CPD 0046315.pdf,2,Log Summary Report
CPD 0046315.pdf,1,Face Sheet
CPD 0006202.pdf,1,
CPD 0036783.pdf,1,Allegation Email
CPD 0041404.pdf,2,Summary Report
CPD 0041404.pdf,1,Log Summary Report
CPD 0041404.pdf,3,
CPD 0032089.pdf,3,
CPD 0032089.pdf,2,Summary Report
CPD 0032089.pdf,1,Log Summary Report
CPD 0016946.pdf,1,
LOG_1056911.pdf,5,
LOG_1056911.pdf,7,Allegation Email
LOG_1056911.pdf,1,Log Summary Report
LOG_1056911.pdf,16,
LOG_1056911.pdf,14,Summary Report Digest
LOG_1056911.pdf,8,
LOG_1056911.pdf,4,Face Sheet
LOG_1056911.pdf,12,USPS.com Tracking
LOG_1056911.pdf,6,Sworn Affidavit
LOG_1056911.pdf,13,Allegation Email
LOG_1056911.pdf,11,Certified Mail
LOG_1056911.pdf,2,Summary Report
LOG_1056911.pdf,9,Allegation Email
LOG_1056911.pdf,15,
LOG_1056911.pdf,10,
LOG_1056911.pdf,3,
CPD 0004940.pdf,2,Summary Report
CPD 0004940.pdf,1,Log Summary Report
CPD 0004940.pdf,3,
LOG_1061114.pdf,10,Tactical Reponse Report
LOG_1061114.pdf,11,Watch Commander/OCIC Review
LOG_1061114.pdf,8,ARREST Report
LOG_1061114.pdf,12,
LOG_1061114.pdf,7,ARREST Report
LOG_1061114.pdf,3,Summary Report
LOG_1061114.pdf,4,Face Sheet
LOG_1061114.pdf,9,ARREST Report
LOG_1061114.pdf,6,ARREST Report
LOG_1061114.pdf,2,Summary Report
LOG_1061114.pdf,5,
LOG_1061114.pdf,1,Log Summary Report
CPD 0046368.pdf,1,
CPD 0024423.pdf,2,
CPD 0024423.pdf,1,
CPD 0029036.pdf,2,
CPD 0029036.pdf,1,Case Supplementary Report
CPD 0029036.pdf,3,
CPD 0042236.pdf,1,Face Sheet
CPD 0042236.pdf,2,
LOG_1060032.pdf,1,Log Summary Report
LOG_1060032.pdf,8,ARREST Report
LOG_1060032.pdf,5,
LOG_1060032.pdf,4,Face Sheet
LOG_1060032.pdf,7,ARREST Report
LOG_1060032.pdf,3,Summary Report
LOG_1060032.pdf,10,ARREST Report
LOG_1060032.pdf,6,
LOG_1060032.pdf,9,ARREST Report
LOG_1060032.pdf,2,Summary Report
CPD 0034888.pdf,1,Face Sheet
CPD 0034888.pdf,2,
CPD 0027580.pdf,1,
CPD 0027580.pdf,2,
CPD 0044089.pdf,3,CPD-41.703
CPD 0044089.pdf,1,Search Warrant Data
CPD 0044089.pdf,2,CPD-41.703
CPD 0011810.pdf,1,Notification of Charges/Allegations
CPD 0029806.pdf,2,Summary Report
CPD 0029806.pdf,3,Summary Report
CPD 0029806.pdf,1,Log Summary Report
LOG_1060413.pdf,9,ARREST Report
LOG_1060413.pdf,7,ARREST Report
LOG_1060413.pdf,8,ARREST Report
LOG_1060413.pdf,6,ARREST Report
LOG_1060413.pdf,2,Summary Report
LOG_1060413.pdf,4,Face Sheet
LOG_1060413.pdf,5,
LOG_1060413.pdf,1,Log Summary Report
LOG_1060413.pdf,3,Summary Report
CPD 0012643.pdf,3,
CPD 0012643.pdf,4,ARREST Report
CPD 0012643.pdf,2,
CPD 0012643.pdf,5,ARREST Report
CPD 0012643.pdf,1,
CPD 0041783.pdf,2,
CPD 0041783.pdf,1,Face Sheet
CPD 0015668.pdf,2,
CPD 0015668.pdf,1,Face Sheet
CPD 0027063.pdf,2,Incident Report
CPD 0027063.pdf,1,Face Sheet
CPD 0018183.pdf,3,
CPD 0018183.pdf,2,Summary Report
CPD 0018183.pdf,1,Log Summary Report
LOG_1056408.pdf,2,Summary Report
LOG_1056408.pdf,3,Summary Report
LOG_1056408.pdf,1,Log Summary Report
LOG_1056408.pdf,4,Face Sheet
CPD 0022684.pdf,1,Face Sheet
CPD 0055770.pdf,1,Log Summary Report
CPD 0055770.pdf,2,Summary Report
CPD 0055770.pdf,3,Summary Report
CPD 0015155.pdf,1,Log Summary Report
CPD 0015155.pdf,3,
CPD 0015155.pdf,2,Summary Report
CPD 0032963.pdf,1,Face Sheet
CPD 0032963.pdf,2,
CPD 0049608.pdf,1,Face Sheet
CPD 0049608.pdf,2,
CPD 0036549.pdf,5,ARREST Report
CPD 0036549.pdf,4,ARREST Report
CPD 0036549.pdf,1,
CPD 0036549.pdf,2,ARREST Report
CPD 0036549.pdf,3,ARREST Report
CPD 0044526.pdf,1,Log Summary Report
CPD 0044526.pdf,3,Summary Report
CPD 0044526.pdf,2,Summary Report
CPD 0027371.pdf,1,Log Summary Report
CPD 0027371.pdf,2,Summary Report
CPD 0027371.pdf,3,
CPD 0000832.pdf,1,Allegation Email
CPD 0000832.pdf,2,
CPD 0010807.pdf,4,ARREST Report
CPD 0010807.pdf,3,ARREST Report
CPD 0010807.pdf,2,ARREST Report
CPD 0010807.pdf,1,
CPD 0010807.pdf,5,ARREST Report
LOG_1054166.pdf,5,
LOG_1054166.pdf,12,
LOG_1054166.pdf,7,
LOG_1054166.pdf,10,
LOG_1054166.pdf,13,
LOG_1054166.pdf,11,PMIS GPS 001 Report
LOG_1054166.pdf,3,
LOG_1054166.pdf,9,
LOG_1054166.pdf,2,Summary Report
LOG_1054166.pdf,1,Log Summary Report
LOG_1054166.pdf,14,Allegation Email
LOG_1054166.pdf,4,Face Sheet
LOG_1054166.pdf,18,
LOG_1054166.pdf,20,Investigator's Case Log
LOG_1054166.pdf,16,Allegation Email
LOG_1054166.pdf,19,Narcotic & Gang Investigation Supplementary Report
LOG_1054166.pdf,17,
LOG_1054166.pdf,8,OEMC GPS Map
LOG_1054166.pdf,15,
LOG_1054166.pdf,6,Violence & Drug Related Crime Map
LOG_1058217.pdf,1,Log Summary Report
LOG_1058217.pdf,3,
LOG_1058217.pdf,5,
LOG_1058217.pdf,2,Summary Report
LOG_1058217.pdf,4,Face Sheet
CPD 0038851.pdf,1,Allegation Email
CPD 0044834.pdf,3,ARREST Report
CPD 0044834.pdf,4,ARREST Report
CPD 0044834.pdf,2,
CPD 0044834.pdf,5,ARREST Report
CPD 0044834.pdf,1,
LOG_1055988.pdf,9,
LOG_1055988.pdf,7,
LOG_1055988.pdf,10,Event History Table
LOG_1055988.pdf,5,
LOG_1055988.pdf,4,Face Sheet
LOG_1055988.pdf,2,Summary Report
LOG_1055988.pdf,1,Log Summary Report
LOG_1055988.pdf,6,Event History Table
LOG_1055988.pdf,8,Event History Table
LOG_1055988.pdf,3,Summary Report
LOG_1062576.pdf,3,Log Summary Report
LOG_1062576.pdf,1,Log Summary Report
LOG_1062576.pdf,2,Summary Report
LOG_1062576.pdf,7,WEB Complaint Detail
LOG_1062576.pdf,5,
LOG_1062576.pdf,6,WEB Complaint Detail
LOG_1062576.pdf,4,Face Sheet
CPD 0043067.pdf,1,Face Sheet
CPD 0043067.pdf,2,
CPD 0054401.pdf,3,Summary Report
CPD 0054401.pdf,1,Log Summary Report
CPD 0054401.pdf,2,Summary Report
CPD 0015734.pdf,1,
CPD 0025161.pdf,1,Face Sheet
CPD 0039461.pdf,4,
CPD 0039461.pdf,2,
CPD 0039461.pdf,5,ARREST Report
CPD 0039461.pdf,1,
CPD 0039461.pdf,3,ARREST Report
CPD 0046607.pdf,1,Face Sheet
CPD 0053863.pdf,1,Face Sheet
CPD 0053863.pdf,2,
LOG_1061027.pdf,9,Allegation Email
LOG_1061027.pdf,6,
LOG_1061027.pdf,1,Log Summary Report
LOG_1061027.pdf,8,Allegation Email
LOG_1061027.pdf,2,Summary Report
LOG_1061027.pdf,3,Summary Report
LOG_1061027.pdf,4,Face Sheet
LOG_1061027.pdf,7,
LOG_1061027.pdf,5,
CPD 0000873.pdf,1,
CPD 0008780.pdf,28,A&A Sheet
CPD 0008780.pdf,25,A&A Sheet
CPD 0008780.pdf,22,A&A Sheet
CPD 0008780.pdf,16,A&A Sheet
CPD 0008780.pdf,29,A&A Sheet
CPD 0008780.pdf,10,A&A Sheet
CPD 0008780.pdf,19,A&A Sheet
CPD 0008780.pdf,20,A&A Sheet
CPD 0008780.pdf,1,A&A Sheet
CPD 0008780.pdf,23,A&A Sheet
CPD 0008780.pdf,21,A&A Sheet
CPD 0008780.pdf,2,A&A Sheet
CPD 0008780.pdf,3,A&A Sheet
CPD 0008780.pdf,4,A&A Sheet
CPD 0008780.pdf,14,A&A Sheet
CPD 0008780.pdf,26,A&A Sheet
CPD 0008780.pdf,8,A&A Sheet
CPD 0008780.pdf,13,A&A Sheet
CPD 0008780.pdf,9,A&A Sheet
CPD 0008780.pdf,5,A&A Sheet
CPD 0008780.pdf,6,A&A Sheet
CPD 0008780.pdf,15,A&A Sheet
CPD 0008780.pdf,27,A&A Sheet
CPD 0008780.pdf,12,A&A Sheet
CPD 0008780.pdf,7,A&A Sheet
CPD 0008780.pdf,11,A&A Sheet
CPD 0008780.pdf,24,A&A Sheet
CPD 0008780.pdf,18,A&A Sheet
CPD 0008780.pdf,17,A&A Sheet
CPD 0053505.pdf,2,WEB Complaint Detail
CPD 0053505.pdf,1,WEB Complaint Detail
CPD 0037895.pdf,3,Summary Report
CPD 0037895.pdf,1,Log Summary Report
CPD 0037895.pdf,2,Summary Report
CPD 0023824.pdf,3,Summary Report
CPD 0023824.pdf,1,Log Summary Report
CPD 0023824.pdf,2,Summary Report
LOG_1057185.pdf,1,Log Summary Report
LOG_1057185.pdf,3,Face Sheet
LOG_1057185.pdf,4,
LOG_1057185.pdf,5,
LOG_1057185.pdf,6,
LOG_1057185.pdf,2,Summary Report
LOG_1051973.pdf,6,Officer's Battery Report
LOG_1051973.pdf,1,Log Summary Report
LOG_1051973.pdf,21,
LOG_1051973.pdf,12,Tactical Reponse Report
LOG_1051973.pdf,5,
LOG_1051973.pdf,25,ARREST Report
LOG_1051973.pdf,2,Summary Report
LOG_1051973.pdf,9,
LOG_1051973.pdf,7,
LOG_1051973.pdf,3,Summary Report
LOG_1051973.pdf,16,
LOG_1051973.pdf,8,Tactical Reponse Report
LOG_1051973.pdf,15,Officer's Battery Report
LOG_1051973.pdf,11,
LOG_1051973.pdf,18,
LOG_1051973.pdf,22,ARREST Report
LOG_1051973.pdf,19,
LOG_1051973.pdf,17,Tactical Reponse Report
LOG_1051973.pdf,14,Watch Commander/OCIC Review
LOG_1051973.pdf,4,Face Sheet
LOG_1051973.pdf,20,TASER Report
LOG_1051973.pdf,23,ARREST Report
LOG_1051973.pdf,10,Officer's Battery Report
LOG_1051973.pdf,13,
LOG_1051973.pdf,24,ARREST Report
CPD 0034557.pdf,1,TASER Report
CPD 0027857.pdf,1,
CPD 0027857.pdf,2,
CPD 0042065.pdf,1,
CPD 0042065.pdf,2,
LOG_1056624.pdf,23,
LOG_1056624.pdf,22,Allegation Email
LOG_1056624.pdf,10,
LOG_1056624.pdf,7,
LOG_1056624.pdf,6,
LOG_1056624.pdf,11,Allegation Email
LOG_1056624.pdf,17,
LOG_1056624.pdf,15,Allegation Email
LOG_1056624.pdf,21,
LOG_1056624.pdf,18,
LOG_1056624.pdf,24,
LOG_1056624.pdf,8,
LOG_1056624.pdf,5,
LOG_1056624.pdf,4,Face Sheet
LOG_1056624.pdf,20,
LOG_1056624.pdf,12,email
LOG_1056624.pdf,19,
LOG_1056624.pdf,2,Summary Report
LOG_1056624.pdf,13,
LOG_1056624.pdf,14,
LOG_1056624.pdf,1,Log Summary Report
LOG_1056624.pdf,9,
LOG_1056624.pdf,3,Summary Report
LOG_1056624.pdf,16,
CPD 0015740.pdf,1,
LOG_1058267.pdf,2,
LOG_1058267.pdf,9,ARREST Report
LOG_1058267.pdf,1,Log Summary Report
LOG_1058267.pdf,8,ARREST Report
LOG_1058267.pdf,6,
LOG_1058267.pdf,5,
LOG_1058267.pdf,7,ARREST Report
LOG_1058267.pdf,3,Summary Report
LOG_1058267.pdf,4,Face Sheet
CPD 0039322.pdf,5,ARREST Report
CPD 0039322.pdf,2,ARREST Report
CPD 0039322.pdf,4,ARREST Report
CPD 0039322.pdf,3,ARREST Report
CPD 0039322.pdf,1,
CPD 0051498.pdf,6,
CPD 0051498.pdf,3,Event History Table
CPD 0051498.pdf,1,Event History Table
CPD 0051498.pdf,9,Event History Table
CPD 0051498.pdf,7,Event History Table
CPD 0051498.pdf,8,Event History Table
CPD 0051498.pdf,4,Event History Table
CPD 0051498.pdf,5,Event History Table
CPD 0051498.pdf,2,
LOG_1052199.pdf,12,
LOG_1052199.pdf,3,
LOG_1052199.pdf,10,Event History Table
LOG_1052199.pdf,23,
LOG_1052199.pdf,8,Face Sheet
LOG_1052199.pdf,19,
LOG_1052199.pdf,18,CPD-41.703
LOG_1052199.pdf,14,
LOG_1052199.pdf,6,Allegation Email
LOG_1052199.pdf,16,
LOG_1052199.pdf,15,
LOG_1052199.pdf,1,Log Summary Report
LOG_1052199.pdf,21,
LOG_1052199.pdf,4,Face Sheet
LOG_1052199.pdf,7,Allegation Email
LOG_1052199.pdf,24,
LOG_1052199.pdf,26,Summary Report Digest
LOG_1052199.pdf,28,
LOG_1052199.pdf,25,
LOG_1052199.pdf,9,
LOG_1052199.pdf,11,
LOG_1052199.pdf,20,
LOG_1052199.pdf,2,Summary Report
LOG_1052199.pdf,27,
LOG_1052199.pdf,13,
LOG_1052199.pdf,22,
LOG_1052199.pdf,17,Search Warrant Data
LOG_1052199.pdf,5,
CPD 0018775.pdf,1,Log Summary Report
CPD 0018775.pdf,2,Summary Report
CPD 0018775.pdf,3,Summary Report
LOG_1056502.pdf,8,
LOG_1056502.pdf,6,Case Supplementary Report
LOG_1056502.pdf,2,Summary Report
LOG_1056502.pdf,7,
LOG_1056502.pdf,1,Log Summary Report
LOG_1056502.pdf,5,
LOG_1056502.pdf,3,Summary Report
LOG_1056502.pdf,4,Face Sheet
CPD 0011593.pdf,4,
CPD 0011593.pdf,1,Summary Report Digest
CPD 0011593.pdf,3,
CPD 0011593.pdf,2,
CPD 0040064.pdf,1,
CPD 0050073.pdf,1,Allegation Email
CPD 0014345.pdf,1,
CPD 0045214.pdf,1,Face Sheet
CPD 0049290.pdf,2,Log Summary Report
CPD 0049290.pdf,1,Face Sheet
CPD 0024646.pdf,3,
CPD 0024646.pdf,2,Summary Report
CPD 0024646.pdf,1,Log Summary Report
CPD 0029506.pdf,2,Summary Report
CPD 0029506.pdf,1,Log Summary Report
CPD 0021397.pdf,2,
CPD 0021397.pdf,3,
CPD 0021397.pdf,1,
CPD 0008852.pdf,1,
CPD 0055466.pdf,1,Log Summary Report
CPD 0055466.pdf,3,
CPD 0055466.pdf,2,
CPD 0002799.pdf,3,CLEAR Data Warehouse Arrestee Name Check
CPD 0002799.pdf,1,CLEAR Data Warehouse Arrestee Name Check
CPD 0002799.pdf,2,CLEAR Data Warehouse Arrestee Name Check
CPD 0050454.pdf,2,Incident Report
CPD 0050454.pdf,1,Face Sheet
CPD 0025430.pdf,2,
CPD 0025430.pdf,1,Face Sheet
CPD 0055017.pdf,3,Summary Report
CPD 0055017.pdf,2,Summary Report
CPD 0055017.pdf,1,Log Summary Report
CPD 0006620.pdf,1,
LOG_1061187.pdf,4,Face Sheet
LOG_1061187.pdf,6,WEB Complaint Detail
LOG_1061187.pdf,1,Log Summary Report
LOG_1061187.pdf,3,Log Summary Report
LOG_1061187.pdf,5,WEB Complaint Detail
LOG_1061187.pdf,2,Summary Report
CPD 0045013.pdf,1,Face Sheet
CPD 0045013.pdf,2,
LOG_1052741.pdf,2,Summary Report
LOG_1052741.pdf,22,Investigator's Case Log
LOG_1052741.pdf,19,
LOG_1052741.pdf,8,
LOG_1052741.pdf,11,
LOG_1052741.pdf,17,Allegation Email
LOG_1052741.pdf,13,
LOG_1052741.pdf,4,
LOG_1052741.pdf,1,Log Summary Report
LOG_1052741.pdf,6,
LOG_1052741.pdf,24,Investigator's Case Log
LOG_1052741.pdf,7,Narcotic & Gang Investigation Supplementary Report
LOG_1052741.pdf,16,
LOG_1052741.pdf,3,
LOG_1052741.pdf,9,
LOG_1052741.pdf,20,
LOG_1052741.pdf,12,A&A Sheet
LOG_1052741.pdf,5,Face Sheet
LOG_1052741.pdf,14,
LOG_1052741.pdf,21,Allegation Email
LOG_1052741.pdf,10,
LOG_1052741.pdf,18,Allegation Email
LOG_1052741.pdf,15,
